Unnamed: 0,budget,popularity,runtime,vote_average,cast,Story,year
71,145000000,60.034162,112.0,5.2,Brendan Fraser,"The Mummy: Tomb of the Dragon Emperor Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power. Adventure Action Fantasy Rob Cohen",2008
72,175000000,90.23792,123.0,5.9,Will Smith,"Suicide Squad From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences. dc comics shared universe anti hero secret mission villain Action Adventure Crime Fantasy Science Fiction David Ayer",2016
73,175000000,27.082182,96.0,5.3,Steve Carell,Evan Almighty God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood. father son relationship daily life married couple support father Fantasy Comedy Family Tom Shadyac,2007
74,178000000,79.456485,113.0,7.6,Tom Cruise,"Edge of Tomorrow Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop. deja vu time warp restart dystopia war Action Science Fiction Doug Liman",2014
75,175000000,44.640292,135.0,5.9,Kevin Costner,"Waterworld In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back. ocean tattoo mutant water dystopia Adventure Action Kevin Reynolds",1995
76,175000000,32.852443,118.0,5.6,Dennis Quaid,"G.I. Joe: The Rise of Cobra From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos. terrorist secret hostage technology warhead Adventure Action Thriller Science Fiction Stephen Sommers",2009
77,175000000,128.65596399999998,94.0,8.0,Amy Poehler,"Inside Out Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school. dream cartoon imaginary friend animation family Drama Comedy Animation Family Pete Docter",2015
78,175000000,94.199316,106.0,6.7,Neel Sethi,"The Jungle Book After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo. based on novel snake wolf elephant tiger Family Adventure Drama Fantasy Jon Favreau",2016
79,200000000,77.30019399999998,124.0,6.6,Robert Downey,"Iron Man 2 With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies. malibu marvel comic superhero based on comic book revenge Adventure Action Science Fiction Jon Favreau",2010
80,170000000,77.178973,127.0,5.8,Kristen Stewart,"Snow White and the Huntsman After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest. queen magic fairy tale immortality forest Adventure Fantasy Drama Rupert Sanders",2012
81,180000000,110.620647,97.0,7.0,Angelina Jolie,"Maleficent The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well. fairy tale villain sleeping beauty dark fantasy based on fairy tale Fantasy Adventure Action Family Romance Robert Stromberg",2014
82,170000000,243.79174300000005,130.0,7.3,Andy Serkis,"Dawn of the Planet of the Apes A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes. leader colony post-apocalyptic dystopia forest Science Fiction Action Drama Thriller Matt Reeves",2014
83,27000000,2.418535,109.0,4.8,Josh Hartnett,"The Lovers The Lovers is an epic romance time travel adventure film. Helmed by Roland Joffé from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters — a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife. Action Adventure Science Fiction Romance Roland Joff\u00e9",2015
84,175000000,41.796339,119.0,5.9,Keanu Reeves,"47 Ronin Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors. japan suicide samurai based on true story samurai sword Drama Action Adventure Fantasy Carl Rinsch",2013
85,170000000,72.22526500000002,136.0,7.6,Chris Evans,"Captain America: The Winter Soldier After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier. washington d.c. future shield marvel comic superhero Action Adventure Science Fiction Anthony Russo",2014
86,165000000,44.041186,93.0,6.0,Mike Myers,"Shrek Forever After A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love. ogre 3d Comedy Adventure Fantasy Animation Family Mike Mitchell",2010
